City,State,Professional,Service,Office,Construction,Production
Mount Pleasant,MI,29.7,26.9,24.0,7.9,11.5
Mount Pleasant,PA,34.9,17.0,23.8,9.5,14.8
Mount Pleasant,UT,33.5,18.3,19.7,15.5,13.1
Mount Prospect,IL,38.3,18.2,24.4,6.1,13.0
Mount Sterling,KY,28.4,18.0,18.5,11.3,23.8
Mount Sterling,MO,26.3,17.9,19.8,12.3,23.6
Mount Vernon,KY,47.3,37.3,53.0,20.6,41.9
Mount Vernon,SD,35.3,19.6,20.4,11.5,13.1
Mountain Home A F B,ID,28.5,21.8,17.4,16.7,15.6
Mountain View,CA,50.5,15.2,19.6,6.5,8.2
Mountain View,OK,30.2,19.2,19.3,13.6,17.6
Mountville,SC,24.8,18.6,21.6,9.9,25.1
Moweaqua,IL,27.6,18.1,20.3,12.2,21.7
Mt Zion,IL,31.9,19.1,23.8,9.2,16.0
Muenster,TX,27.6,22.6,19.1,11.4,19.3
Mullen,NE,38.4,16.6,20.2,15.1,9.7
Mullica Hill,NJ,41.0,14.7,25.8,8.0,10.5
Muncie,IN,30.8,23.0,23.7,7.4,15.2
Muncy Valley,PA,25.9,18.4,17.6,20.5,17.7
Mundelein,IL,41.9,15.3,25.5,6.0,11.3
Munford,AL,28.1,14.8,22.3,11.2,23.6
Murchison,TX,29.6,19.0,23.5,14.5,13.4
Murdo,SD,38.0,13.3,25.7,17.4,5.6
Murphysboro,IL,38.0,20.6,25.0,7.2,9.3
Murrayville,GA,29.5,16.5,27.3,13.1,13.7
Murrayville,IL,32.0,19.0,23.0,8.9,17.2
Muscoda,WI,26.0,17.5,20.4,12.8,23.3
Nahunta,GA,27.4,18.5,22.0,18.2,14.0
Nancy,KY,23.3,18.9,19.4,13.7,24.8
Nantucket,MA,26.3,18.4,26.0,20.8,8.5
Naranjito,PR,23.7,18.7,35.2,11.8,10.6
Nardin,OK,28.5,18.8,23.6,12.6,16.5
Narrows,VA,25.6,19.4,26.5,6.9,21.6
Nashville,TN,39.8,16.7,25.8,7.0,10.7
Natchez,MS,27.4,21.0,25.1,12.1,14.4
Natchitoches,LA,26.5,19.6,26.1,12.1,15.8
Naylor,MO,25.5,22.3,20.9,11.4,19.9
Nekoma,KS,39.0,16.9,18.1,15.1,11.0
Nelson,WI,31.6,14.8,19.3,14.0,20.3
Neopit,WI,25.5,30.8,20.0,9.8,13.9
Neosho,MO,21.2,14.8,25.2,15.6,23.2
Neshkoro,WI,24.8,18.6,18.1,14.4,24.0
Nevada,MO,30.0,20.5,22.4,13.0,14.1
Nevis,MN,30.3,19.9,22.7,12.4,14.8
New Athens,IL,37.2,15.1,27.2,9.7,10.8
New Bern,NC,30.8,18.9,19.8,15.7,14.8
New Bloomington,OH,27.7,17.9,20.2,8.3,25.9
New Boston,IL,29.6,13.4,23.9,13.1,20.1
New Boston,TX,29.7,20.4,24.0,11.7,14.2
New Brighton,PA,32.4,18.4,25.2,8.7,15.2
New Columbia,PA,32.4,20.4,20.8,10.2,16.2
New Cumberland,WV,27.3,20.3,23.5,9.5,19.4
New Ellenton,SC,34.7,16.2,23.4,10.9,14.8
New Germany,MN,45.0,14.3,24.6,6.8,9.4
New Harmony,UT,33.5,19.1,22.9,11.9,12.7
New Holland,PA,32.8,16.4,23.3,10.4,17.0
New Iberia,LA,25.7,17.4,25.6,15.9,15.4
New Leipzig,ND,44.3,11.5,16.0,19.0,9.1
New London,CT,38.4,23.4,21.3,7.8,9.2
New London,MO,24.9,16.7,23.8,14.5,20.1
New Market,IA,28.2,16.3,16.7,13.0,25.9
New Market,TN,26.0,17.4,24.6,10.3,21.8
New Orleans,LA,73.69999999999999,41.6,45.5,20.1,19.1
New Richland,MN,63.4,32.2,46.5,18.0,39.900000000000006
New Rockford,ND,38.7,20.0,14.8,16.5,10.1
New Salisbury,IN,29.3,17.0,22.9,11.1,19.7
New Vienna,OH,26.5,15.4,19.5,13.8,24.8
New York,NY,59.2,13.8,20.7,2.1,4.1
Newark,DE,42.6,17.3,24.6,6.9,8.7
Newark,MO,30.8,16.6,21.5,16.9,14.3
Newark,NJ,37.3,20.0,23.9,7.3,11.4
Newark,NY,33.0,16.8,21.7,11.5,17.0
Newaygo,MI,25.8,15.6,23.2,13.9,21.5
Newberg,OR,31.5,19.6,21.5,11.3,16.1
Newberry,MI,24.4,25.0,24.1,10.4,16.1
Newburgh,IN,36.3,15.8,24.5,9.9,13.4
Newbury,VT,39.0,16.0,21.2,13.3,10.5
Newcastle,TX,30.5,17.1,23.2,15.7,13.6
Newell,IA,25.8,16.9,18.8,9.0,29.5
Newport,MI,29.3,18.3,21.1,10.7,20.6
Newport,RI,43.1,20.5,22.1,7.5,6.8
Newport,VA,24.8,17.8,19.7,12.9,24.8
Newport News,VA,33.1,20.4,24.8,9.5,12.2
Newton,WI,27.3,17.6,20.5,9.9,24.7
Newtown,PA,42.1,13.8,26.1,8.1,9.9
Nezperce,ID,29.5,22.9,20.4,13.6,13.5
Niagara,ND,34.2,18.3,18.2,16.5,12.9
Niagara,WI,24.9,17.5,19.9,12.3,25.5
Niagara University,NY,31.7,18.8,26.4,8.8,14.3
Nicholasville,KY,34.5,18.4,22.8,11.5,12.8
Nicollet,MN,38.5,17.0,23.4,8.0,13.2
Nineveh,IN,33.5,22.4,17.4,11.1,15.6
Niota,IL,29.3,16.9,24.0,10.2,19.5
Noatak,AK,33.8,18.2,22.4,14.9,10.8
Noblesville,IN,79.9,32.599999999999994,51.4,13.2,23.1
Nodaway,IA,32.6,18.5,19.8,9.6,19.4
Nolensville,TN,54.8,11.0,24.8,3.8,5.6
Noma,FL,25.7,24.4,22.5,15.0,12.3
Norcatur,KS,33.5,19.1,22.3,12.3,12.7
Nordland,WA,33.5,21.6,23.7,11.9,9.3
Norfolk,VA,32.4,21.4,23.4,11.6,11.1
Normal,IL,42.2,17.8,25.5,5.8,8.7
Norman,OK,73.3,35.2,48.9,23.3,19.4
Normandy,TN,24.0,14.1,23.0,13.6,25.3
Norphlet,AR,30.8,15.6,23.8,12.4,17.4
Norris,SD,48.1,15.1,13.9,15.5,7.3
North Augusta,SC,27.5,16.5,20.4,15.2,20.4
North Beach,MD,39.9,15.3,24.9,12.2,7.7
North Carrollton,MS,34.1,12.2,21.9,15.4,16.4
North East,PA,33.7,19.9,23.2,7.3,15.9
North Fairfield,OH,23.5,16.0,20.5,13.7,26.3
North Hero,VT,38.4,14.2,26.3,11.0,10.2
North Java,NY,27.5,17.7,23.3,14.9,16.6
North Little Rock,AR,40.3,16.7,26.0,6.8,10.3
North Platte,NE,33.8,10.4,27.9,11.3,16.7
North Sioux City,SD,41.8,13.9,24.1,7.8,12.4
North Washington,IA,27.9,14.2,21.3,13.0,23.6
Northway,AK,30.4,21.2,15.6,21.5,11.2
Northwood,ND,33.0,13.6,18.6,18.2,16.6
Norton,VA,33.7,25.3,23.5,6.5,10.9
Norwalk,IA,37.7,15.2,26.6,9.8,10.7
Norway,SC,28.2,18.1,23.3,9.3,21.1
Nottawa,MI,24.6,14.4,19.3,9.6,32.1
Nowata,OK,34.1,15.0,24.8,11.3,14.9
Oak,NE,36.0,17.8,20.3,14.6,11.4
Oak Grove,KY,29.2,17.9,22.6,9.7,20.7
Oak Grove,LA,28.4,18.1,23.7,17.4,12.3
Oak Vale,MS,27.3,15.0,19.4,20.8,17.5
Oakhurst,CA,25.3,17.0,20.8,23.5,13.3
Oakland,MS,21.8,15.1,22.8,9.3,31.0
Oakley,ID,24.5,13.2,24.1,19.0,19.3
Oakman,GA,23.4,12.5,24.4,12.8,26.9
Oaktown,IN,27.5,21.4,19.8,11.4,19.8
Oakwood,OK,31.7,13.9,16.6,23.3,14.4
Oberlin,OH,32.4,18.4,24.4,8.2,16.6
Ochlocknee,GA,28.7,12.8,26.2,14.3,18.1
Odem,TX,27.8,20.9,20.1,17.5,13.7
Odessa,TX,23.5,15.4,25.9,17.4,17.8
Odonnell,TX,52.8,11.7,14.2,14.2,7.1
Ogallala,NE,30.3,19.3,23.8,13.3,13.3
Ogden,UT,31.6,15.8,25.3,10.2,17.1
Ogdensburg,WI,25.3,17.9,19.3,11.5,26.0
Okeechobee,FL,21.2,20.9,23.5,20.6,13.9
Oktaha,OK,28.2,20.5,22.9,11.3,17.2
Old Glory,TX,34.9,19.9,15.4,15.0,14.8
Oldenburg,IN,31.7,14.7,20.4,14.8,18.4
Oldham,SD,38.3,14.2,19.1,12.5,15.8
Olla,LA,23.0,21.7,23.9,15.1,16.3
Olpe,KS,28.0,18.8,21.0,10.8,21.5
Omaha,GA,30.0,20.8,20.6,9.9,18.7
Omaha,NE,39.5,16.5,26.2,7.6,10.2
Omaha,TX,22.6,15.3,21.6,11.5,29.1
Onawa,IA,28.7,20.3,22.5,14.7,13.7
Oneida,KY,28.8,20.5,17.7,18.3,14.7
Oneida,TN,22.9,18.7,19.8,14.1,24.6
Opelika,AL,28.7,21.7,23.0,10.4,16.3
Oquawka,IL,25.5,21.6,18.4,12.1,22.4
Orange,TX,28.3,15.7,24.2,15.2,16.6
Orange Grove,TX,28.2,20.5,20.9,18.2,12.2
Orangeville,OH,26.6,19.3,23.3,9.3,21.6
Ordway,CO,34.3,26.7,23.2,8.5,7.3
Ore City,TX,27.1,19.0,22.2,14.6,17.0
Orient,SD,48.6,15.6,16.5,12.1,7.1
Orleans,IN,24.8,21.3,19.9,12.0,21.9
Orleans,NE,31.2,15.8,22.5,16.1,14.4
Orleans,VT,32.6,17.6,20.9,15.2,13.7
Orma,WV,23.5,15.8,22.5,26.9,11.4
Orocovis,PR,53.0,40.9,55.400000000000006,22.700000000000003,28.1
Oronoco,MN,48.1,16.2,20.0,6.3,9.5
Ortley,SD,35.7,19.4,18.1,11.6,15.2
Osceola,MO,28.8,18.8,22.2,12.1,18.0
Oshkosh,WI,30.1,17.6,24.7,7.0,20.5
Osnabrock,ND,43.5,8.4,20.4,14.6,13.0
Osseo,WI,34.7,17.8,26.4,6.4,14.7
Ossipee,NH,32.2,23.4,22.5,11.9,10.0
Otley,IA,30.2,15.5,24.2,11.1,19.0
Oto,IA,28.3,18.5,24.0,9.3,19.9
Otsego,MI,28.8,15.8,20.9,11.6,23.0
Otter Rock,OR,28.0,27.5,24.6,9.3,10.6
Otterbein,IN,54.0,27.3,40.5,26.9,51.4
Otterville,MO,27.5,19.4,26.4,11.9,14.8
Otwell,IN,23.6,12.7,22.0,12.6,29.1
Ouzinkie,AK,27.1,21.3,19.3,9.4,22.9
Overbrook,OK,25.0,19.0,22.5,14.4,19.1
Ovett,MS,25.9,18.0,22.5,17.7,15.9
Owasso,OK,36.4,16.6,25.8,9.3,11.8
Owenton,KY,24.5,18.4,19.2,11.9,26.0
Owyhee,NV,25.5,20.9,21.2,21.6,10.8
Oxford,GA,29.8,17.7,27.5,11.6,13.4
Oxford,NC,33.2,16.4,22.0,10.6,17.9
Ozona,TX,21.6,17.5,20.7,24.4,15.9
Pachuta,MS,24.4,17.2,18.8,13.3,26.3
Paducah,KY,32.2,19.0,25.2,9.5,14.0
Paducah,TX,65.69999999999999,32.8,36.8,58.400000000000006,6.3
Pageland,SC,24.4,16.2,22.1,12.1,25.2
Pagosa Springs,CO,40.6,15.5,22.2,18.6,3.1
Paicines,CA,27.3,18.8,23.5,16.2,14.1
Paige,TX,31.5,15.0,25.3,16.2,12.0
Painesville,OH,35.6,16.7,25.1,7.0,15.6
Palco,KS,36.0,17.2,19.7,16.5,10.6
Palestine,TX,23.4,24.0,23.7,15.0,13.9
Palisade,MN,27.6,22.5,23.9,13.1,13.0
Palmer,NE,34.9,12.0,23.5,12.0,17.6
Palmer,PR,25.6,26.3,26.9,8.2,13.0
Palmersville,TN,31.7,16.2,23.0,9.4,19.7
Palmyra,TN,32.2,18.7,24.9,9.3,14.9
Palo Alto,CA,45.4,18.4,22.4,6.3,7.4
Pampa,TX,24.1,15.6,24.6,18.9,16.9
Panna Maria,TX,27.3,18.4,22.6,19.1,12.5
Pantego,NC,29.3,18.1,23.0,14.9,14.7
Panther Burn,MS,36.4,27.4,21.3,11.6,3.3
Paradise Valley,NV,20.3,17.5,22.6,22.3,17.3
Paragon,IN,28.6,15.2,24.1,13.9,18.3
Paragould,AR,33.8,16.7,22.9,10.0,16.7
Paris,AR,28.2,20.3,20.3,11.5,19.6
Paris,MI,28.6,22.9,20.1,8.8,19.6
Paris,VA,43.6,16.7,19.8,10.8,9.2
Parish,NY,28.8,20.4,22.6,12.0,16.3
Parker,SD,36.5,18.3,17.6,13.1,14.5
Parkersburg,WV,30.7,18.3,27.9,9.2,13.9
Parkesburg,PA,48.8,13.5,22.8,7.4,7.6
Parkman,WY,38.7,18.1,19.7,12.3,11.3
Parksville,KY,33.6,20.8,20.5,8.3,16.8
Parma,MI,29.0,19.2,24.7,8.5,18.6
Parma,MO,25.3,20.8,20.6,11.6,21.7
Pateros,WA,30.8,20.3,18.8,17.5,12.5
Patillas,PR,28.2,26.0,18.8,11.5,15.6
Patoka,IN,26.0,16.1,17.9,13.7,26.3
Patterson,GA,25.5,13.1,19.4,22.7,19.2
Pattison,MS,20.7,29.0,22.5,10.5,17.2
Paul,ID,24.7,15.9,18.8,24.0,16.6
Paulding,OH,23.5,16.8,18.3,9.7,31.6
Pawhuska,OK,30.0,17.1,21.8,14.0,17.1
Pawling,NY,40.1,19.8,22.9,8.8,8.4
Pawnee Rock,KS,66.4,36.2,44.5,26.9,26.0
Paxico,KS,35.5,16.4,21.6,12.3,14.3
Payette,ID,26.3,20.0,26.3,11.8,15.7
Pearcy,AR,31.5,20.7,25.0,12.1,10.7
Pearson,GA,30.0,12.5,19.2,15.1,23.2
Pease,MN,28.2,19.3,21.2,13.5,17.8
Pecan Gap,TX,32.6,14.8,22.0,11.3,19.3
Peck,MI,25.8,16.0,23.1,13.0,22.1
Pecos,TX,25.5,26.8,20.4,14.3,12.8
Peebles,OH,31.1,19.6,17.8,12.7,18.9
Pelham,AL,42.8,14.5,27.1,7.3,8.4
Pellston,MI,35.3,22.3,23.9,9.6,8.9
Pemberville,OH,24.2,15.9,20.2,10.6,29.1
Pendleton,KY,45.3,13.0,24.1,7.4,10.2
Penfield,PA,26.8,19.2,22.0,11.8,20.2
Penns Grove,NJ,32.4,18.1,20.7,12.0,16.7
Penrose,NC,31.0,24.5,20.7,13.5,10.3
Pensacola,FL,32.2,21.0,28.5,8.5,9.8
Penuelas,PR,59.0,46.2,42.9,25.700000000000003,26.200000000000003
Peoa,UT,44.3,19.3,21.3,7.3,7.8
Pequot Lakes,MN,31.7,20.0,26.0,10.1,12.2
Peralta,NM,26.5,23.8,24.6,14.5,10.5
Perkinston,MS,30.5,11.0,21.6,20.8,16.1
Perry,AR,29.3,19.0,18.0,19.3,14.4
Perry,FL,26.9,24.9,21.4,9.3,17.5
Peru,KS,29.7,17.2,15.2,20.7,17.2
Peterman,AL,19.4,21.0,20.4,11.4,27.9
Petersburg,AK,30.7,13.9,17.6,21.0,16.8
Petersburg,IL,35.4,18.3,24.2,12.0,10.0
Petersburg,VA,25.4,27.8,24.9,4.9,17.0
Petrolia,PA,36.6,16.0,25.2,8.8,13.4
Pfafftown,NC,39.4,18.2,22.6,7.3,12.6
Philadelphia,MS,30.4,22.9,21.2,13.8,11.8
Philadelphia,PA,36.0,24.0,23.7,5.6,10.7
Phillips,WI,28.4,17.6,17.1,11.1,25.8
Phillipsburg,KS,38.3,15.3,20.6,12.1,13.7
Phoenix,AZ,36.6,18.4,27.2,8.4,9.5
Pickens,MS,46.0,12.5,25.6,6.6,9.3
Piedmont,MO,24.2,23.4,12.8,16.0,23.6
Pierre Part,LA,26.5,18.4,19.9,17.6,17.6
Pine,AZ,29.4,23.1,22.2,15.4,10.0
Pine Brook,NJ,49.6,13.0,24.7,5.8,6.9
Pine Grove,CA,30.9,22.9,25.3,10.3,10.6
Pine Island,MN,36.7,15.8,20.0,10.7,16.9
Pine Mountain,GA,29.1,16.9,22.1,8.4,23.4
Pinetop,AZ,28.5,25.6,22.7,11.6,11.6
Pineville,KY,23.6,18.5,25.9,14.0,18.0
Pineville,WV,27.6,17.0,22.4,20.1,12.9
Pippa Passes,KY,31.4,18.1,23.8,15.2,11.5
Piqua,KS,27.6,16.5,17.6,15.9,22.4
Pisek,ND,30.9,16.4,18.2,19.7,14.8
Pismo Beach,CA,37.4,20.8,23.4,10.0,8.5
Pitkin,LA,62.1,41.6,48.0,26.1,22.2
Pitts,GA,21.7,17.9,20.2,11.7,28.4
Pittsburg,KS,31.4,19.5,18.5,9.7,20.9
Placerville,CA,40.2,19.2,24.9,8.7,7.1
Plain City,OH,37.0,15.2,21.8,7.7,18.4
Plainview,MN,33.2,15.9,22.0,12.1,16.9
Plainville,KS,32.0,17.6,21.3,13.1,16.0
Plano,IL,39.7,13.1,26.8,8.6,11.8
Plattsburg,MO,25.7,19.8,25.2,12.8,16.6
Plattsburgh,NY,31.2,22.8,22.9,8.9,14.3
Pleasanton,TX,32.8,16.5,23.6,15.0,12.1
Pleasantville,OH,36.2,17.9,24.7,8.3,13.0
Pleasureville,KY,26.4,19.8,19.9,12.8,21.0
Plum Branch,SC,25.5,21.5,21.7,9.6,21.6
Plum City,WI,31.8,18.4,20.4,11.5,18.0
Pocatello,ID,54.3,32.0,47.4,28.799999999999997,37.5
Point Baker,AK,27.0,17.3,19.1,20.0,16.6
Point Comfort,TX,27.6,12.2,23.0,15.8,21.3
Polk,OH,30.4,17.1,21.7,10.5,20.4
Polkton,NC,21.5,19.0,18.4,11.4,29.7
Pollock,ID,25.6,18.7,22.6,17.5,15.7
Polo,MO,30.3,18.2,20.6,17.6,13.3
Pomeroy,WA,35.6,18.2,24.8,12.7,8.7
Pomona Park,FL,45.1,17.0,25.3,5.7,6.9
Ponce,PR,30.9,22.6,27.2,7.8,11.5
Pond Creek,OK,36.8,11.2,19.6,20.1,12.3
Poplar Bluff,MO,29.5,20.2,24.0,7.9,18.5
Poplar Grove,AR,26.6,24.2,24.0,9.4,15.8
Poplarville,MS,28.8,19.0,24.0,16.7,11.4
Poquoson,VA,50.0,12.6,21.2,8.0,8.2
Port Charlotte,FL,28.1,23.4,29.5,11.6,7.6
Port Huron,MI,27.2,19.6,23.1,10.5,19.7
Port Murray,NJ,35.2,17.3,26.1,10.3,11.2
Port Saint Joe,FL,32.3,22.5,25.0,10.1,10.2
Portales,NM,28.5,25.9,22.2,13.3,10.1
Porter,MN,66.80000000000001,31.7,42.3,23.1,36.1
Portis,KS,40.0,15.0,18.6,10.8,15.6
Portland,IN,22.1,14.1,18.4,13.2,32.1
Portland,OR,43.1,18.7,21.7,5.6,10.9
Portola,CA,33.2,25.4,17.0,13.4,11.0
Portsmouth,VA,29.9,20.2,24.4,11.8,13.6
Post,TX,24.0,21.9,22.3,15.9,15.9
Postville,IA,27.9,17.1,22.1,12.7,20.3
Poteau,OK,25.8,19.5,21.3,15.8,17.6
Poulan,GA,24.5,17.3,23.5,15.5,19.3
Powder River,WY,29.8,17.1,24.9,14.6,13.5
Powder Springs,GA,33.6,14.7,28.0,11.5,12.1
Powderly,TX,27.6,18.8,25.3,11.7,16.6
Powellsville,NC,23.9,14.4,20.2,14.7,26.8
Powers Lake,ND,32.7,16.7,17.0,20.8,12.8
Powhattan,KS,31.7,19.0,19.9,8.3,21.1
Prairie,MS,25.7,18.8,22.2,9.7,23.5
Prairie Du Sac,WI,59.900000000000006,35.2,48.8,21.8,34.2
Prescott,WA,34.9,27.3,16.3,13.0,8.5
Presidio,TX,33.9,25.7,17.7,16.6,6.1
Preston,GA,30.9,15.9,23.7,11.2,18.3
Preston,MS,51.900000000000006,39.900000000000006,33.5,31.2,43.5
Primghar,IA,28.4,15.1,23.3,10.7,22.5
Prince George,VA,35.8,17.5,23.7,8.6,14.3
Princeton,IL,27.4,18.8,22.9,10.8,20.1
Princeton,MO,30.2,14.6,20.4,13.8,21.1
Prosser,WA,24.8,16.9,21.1,21.0,16.2
Providence,KY,26.2,15.4,17.6,18.4,22.5
Prudenville,MI,24.7,18.3,28.5,12.9,15.5
Prudhoe Bay,AK,24.0,15.0,18.4,25.0,17.5
Puerto Real,PR,24.7,25.9,26.1,12.3,11.0
Pukwana,SD,35.2,30.2,15.0,11.9,7.7
Pulaski,TN,26.7,14.8,22.4,9.1,26.9
Punta Santiago,PR,31.1,21.6,24.3,10.1,12.8
Puryear,TN,27.0,15.4,25.3,10.9,21.4
Pyote,TX,20.3,19.2,22.0,21.7,16.8
Quakertown,PA,34.3,16.8,25.4,7.3,16.2
Quebradillas,PR,26.9,20.7,29.2,12.1,11.1
Quenemo,KS,30.0,16.4,22.3,12.5,18.8
Quincy,FL,28.9,23.3,25.4,12.3,10.0
Quincy,KY,26.2,17.9,13.9,19.4,22.6
Quitman,AR,25.9,17.3,23.4,12.6,20.7
Racine,WI,32.5,17.0,22.8,9.1,18.6
Radford,VA,33.5,27.5,24.6,3.5,10.9
Rainbow,TX,35.6,13.2,21.0,16.4,13.9
Raleigh,IL,23.1,24.1,23.4,15.2,14.1
Ralls,TX,28.9,19.6,20.0,22.6,9.0
Ralston,IA,29.4,16.9,23.3,12.2,18.2
Ralston,WY,30.3,22.0,22.9,16.7,8.2
Ranburne,AL,28.9,11.7,23.1,15.6,20.7
Randolph,NE,68.4,29.1,43.5,26.7,32.3
Randolph,UT,32.7,17.4,17.5,22.8,9.6
Rapid City,SD,65.4,38.2,50.0,25.1,21.5
Raquette Lake,NY,34.0,28.1,19.0,11.8,7.0
Ratliff City,OK,27.7,18.4,24.4,12.0,17.5
Ravenden,AR,30.4,16.8,19.8,14.0,19.0
Ravenna,KY,24.9,18.0,18.3,12.0,26.7
Ray City,GA,28.4,15.4,31.8,10.0,14.3
Rayville,LA,26.5,24.0,23.3,13.2,12.9
Raywick,KY,25.3,18.5,17.8,10.2,28.2
Red Boiling Springs,TN,22.0,14.6,21.5,15.9,25.9
Red Bud,IL,24.6,20.4,19.3,12.1,23.6
Red Cloud,NE,34.7,16.4,17.9,16.2,14.9
Red Springs,NC,54.900000000000006,41.099999999999994,42.8,25.299999999999997,35.7
Red Valley,AZ,28.8,25.7,20.4,13.4,11.8
Redmond,OR,37.3,18.9,24.5,9.2,10.1
Redvale,CO,37.1,18.9,23.2,10.9,9.8
Redwood Falls,MN,33.6,18.7,19.3,13.2,15.2
Reed Point,MT,31.2,15.2,18.3,26.0,9.3
Reedy,WV,26.5,16.4,26.5,18.2,12.4
Reelsville,IN,26.7,18.3,22.5,9.9,22.6
Refugio,TX,23.0,24.0,21.2,16.6,15.2
Regent,ND,37.2,14.0,21.1,17.1,10.6
Register,GA,32.3,23.0,22.9,9.2,12.5
Reinbeck,IA,34.1,12.8,23.6,12.5,16.9
Reliance,TN,26.3,17.0,23.2,11.4,22.2
Rembert,SC,28.6,18.4,23.9,9.1,20.0
Remsen,IA,31.8,15.2,23.9,11.3,17.7
Renick,MO,26.8,16.5,28.4,10.6,17.7
Reno,NV,33.2,21.4,26.5,7.8,11.1
Rensselaer,IN,27.1,15.5,19.3,18.7,19.4
Resaca,GA,19.5,15.3,23.1,11.9,30.3
Reserve,MT,36.6,19.6,24.8,12.6,6.3
Rice,TX,25.2,20.0,22.4,11.5,20.9
Riceboro,GA,22.8,18.7,28.5,9.5,20.5
Richards,TX,24.7,17.9,20.8,17.3,19.3
Richburg,SC,22.3,15.8,26.6,10.6,24.8
Richey,MT,36.0,17.9,16.4,14.7,14.9
Richfield,KS,29.3,13.0,20.0,20.8,16.8
Richfield Springs,NY,36.8,20.2,22.4,9.5,11.1
Richmond,VA,83.5,38.3,49.3,12.0,17.0
Richton,MS,29.7,17.4,20.0,12.8,20.1
Richview,IL,31.6,15.9,18.8,12.3,21.4
Ridgeville,SC,24.6,22.5,23.1,12.7,17.1
Ridgeway,NC,25.7,21.7,27.5,8.8,16.3
Ridgway,CO,48.0,19.7,14.8,12.3,5.2
Ridgway,PA,23.6,15.6,18.3,8.6,34.0
Rifle,CO,27.8,18.5,18.8,21.1,13.8
Rincon,GA,30.2,13.6,23.4,13.7,19.1
Rincon,PR,48.2,47.400000000000006,47.5,26.799999999999997,30.1
Ringgold,LA,28.0,20.9,16.1,20.8,14.3
Ringling,MT,35.5,18.9,20.2,14.3,11.2
Ripon,CA,28.0,18.4,24.1,12.9,16.5
Rising City,NE,29.4,13.3,19.0,16.9,21.4
Rising Sun,MD,35.8,18.1,21.7,10.8,13.6
Riverside,RI,47.7,16.9,22.2,5.3,7.9
Rivervale,AR,24.2,17.4,22.8,15.3,20.3
Riviera,TX,30.6,23.4,18.9,17.3,9.9
Roanoke,IN,27.8,16.6,20.3,7.9,27.4
Roanoke,VA,111.0,54.5,78.3,19.5,36.8
Roaring Spring,PA,30.6,19.4,25.3,8.8,15.9
Roaring Springs,TX,38.8,14.8,16.1,24.6,5.7
Robersonville,NC,29.8,17.2,21.9,11.5,19.6
Roberts,MT,34.3,18.4,20.9,17.3,9.1
Roberts,WI,36.7,14.8,24.6,9.3,14.6
Robins,IA,38.2,15.0,25.2,8.3,13.3
Robinson,IL,28.1,16.2,20.9,11.3,23.4
Robstown,TX,28.7,21.5,24.3,13.3,12.2
Rochelle,GA,28.9,22.8,17.7,12.8,17.7
Rocheport,MO,34.0,16.5,22.3,11.9,15.2
Rochester,NH,37.3,17.6,24.1,8.5,12.4
Rochester,WA,40.0,18.1,24.0,8.4,9.5
Rock Island,TN,29.4,24.4,18.2,9.1,19.0
Rockford,IA,32.3,14.8,22.5,11.4,19.0
Rockford,IL,29.6,13.8,24.0,10.6,22.0
Rockford,MN,35.1,14.3,24.3,11.4,15.0
Rockville,MD,56.2,15.5,18.2,5.8,4.3
Rockwood,TN,31.1,18.3,23.8,9.7,17.1
Rogers,AR,62.300000000000004,28.2,45.8,24.9,38.7
Rogerson,ID,22.7,14.9,17.1,26.3,19.0
Rolla,KS,26.1,19.2,19.2,25.2,10.3
Rolling Fork,MS,19.0,23.9,19.0,13.1,24.9
Roma,TX,21.6,30.6,18.0,17.4,12.4
Rome City,IN,24.0,14.8,17.6,10.9,32.6
Romney,IN,37.9,18.2,21.0,7.0,15.9
Roopville,GA,26.3,18.3,22.4,13.1,19.9
Roper,NC,21.7,18.2,19.4,13.9,26.8
Roscommon,MI,27.2,23.2,21.8,11.2,16.6
Roseau,MN,28.7,13.0,16.9,8.3,33.1
Roseboro,NC,24.9,18.5,17.8,16.4,22.4
Roseglen,ND,33.8,18.1,19.1,17.2,11.8
Roseville,OH,29.8,15.6,16.6,17.2,20.7
Rossburg,OH,24.9,14.9,19.9,13.2,27.0
Rosston,AR,20.3,24.7,22.2,11.7,21.1
Rossville,IN,24.9,16.0,22.8,12.0,24.3
Rotan,TX,28.9,19.8,22.4,17.6,11.3
Rowlett,TX,45.3,12.5,25.4,8.5,8.3
Roxie,MS,26.9,11.2,19.1,21.6,21.2
Rufus,OR,35.0,17.8,15.8,16.2,15.1
Rugby,ND,64.2,32.099999999999994,40.6,39.0,24.0
Rumely,MI,29.5,19.3,23.4,9.3,18.5
Runnemede,NJ,38.8,17.4,25.8,7.0,11.0
Rupert,GA,25.7,18.3,21.0,17.4,17.6
Russell,IA,27.2,17.2,28.0,12.2,15.3
Russell,KS,32.8,19.1,16.7,15.5,15.9
Russell Springs,KY,28.4,13.3,23.0,11.1,24.1
Russellville,AR,28.8,17.6,23.4,11.1,19.1
Russellville,IN,28.2,18.5,22.3,11.8,19.1
Russellville,KY,23.9,16.9,20.0,13.3,26.0
Russellville,OH,25.7,21.0,21.0,11.5,20.7
Russellville,TN,25.0,15.7,22.7,10.9,25.8
Ruston,LA,62.4,39.8,46.2,25.200000000000003,26.3
Ruth,MS,26.3,16.8,24.0,10.5,22.4
Rutherfordton,NC,33.0,18.2,24.1,11.5,13.2
