City,State,PrivateWork,PublicWork,SelfEmployed,FamilyWork
Van,TX,80.9,12.7,6.3,0.1
Van Buren,OH,86.2,9.0,4.7,0.1
Van Horn,TX,74.7,19.1,6.2,0.0
Vanderbilt,MI,82.2,12.2,5.3,0.3
Vanderbilt,TX,76.1,13.6,9.3,1.0
Vanleer,TN,66.8,19.2,13.9,0.1
Vanzant,MO,80.2,11.7,7.8,0.3
Varnell,GA,86.6,9.4,3.9,0.0
Varnville,SC,71.5,20.5,7.6,0.4
Vaughn,NM,56.7,38.4,4.3,0.5
Vega Alta,PR,73.7,20.7,5.433333333333333,0.16666666666666666
Venango,NE,59.0,21.7,18.7,0.7
Ventura,IA,82.5,10.9,6.3,0.2
Venus,PA,77.4,15.7,6.6,0.2
Vernal,UT,78.6,16.3,4.7,0.4
Vernon,NJ,78.8,14.3,6.7,0.1
Vero Beach,FL,80.8,12.9,6.1,0.2
Verona,VA,71.7,22.2,5.9,0.2
Versailles,KY,77.6,15.0,7.3,0.1
Vevay,IN,79.0,14.8,6.2,0.0
Vian,OK,72.9,20.2,6.6,0.3
Vicksburg,MI,82.7,11.5,5.7,0.1
Vicksburg,MS,71.8,24.3,3.7,0.2
Victoria,KS,74.8,18.0,7.0,0.2
Victoria,TX,80.1,12.5,7.1,0.3
Victory Mills,NY,76.2,18.1,5.6,0.1
Vidalia,GA,74.7,19.2,6.1,0.0
Vienna,ME,71.9,20.1,7.8,0.2
Vienna,SD,74.9,11.2,13.4,0.5
Vieques,PR,44.5,41.6,13.6,0.3
Villalba,PR,59.2,27.5,13.1,0.2
Villard,MN,79.0,13.1,7.7,0.2
Ville Platte,LA,78.6,14.5,6.9,0.0
Villisca,IA,72.9,12.8,13.9,0.4
Vincent,KY,53.2,35.5,11.3,0.0
Virginia Beach,VA,74.1,21.4,4.5,0.1
Volborg,MT,72.4,17.4,10.1,0.2
Wa Keeney,KS,66.6,20.7,12.5,0.2
Wabeno,WI,64.0,25.3,10.6,0.0
Waco,NE,76.8,13.1,10.0,0.1
Waddy,KY,60.2,34.1,5.5,0.1
Wakefield,KS,60.0,35.1,4.5,0.4
Walden,CO,66.2,24.2,8.6,0.9
Walkerton,IN,84.0,11.1,4.8,0.1
Wall,TX,76.8,16.5,6.6,0.1
Walla Walla,OR,74.2,19.1,6.5,0.2
Wallace,KS,57.9,20.1,21.5,0.5
Wallace,NC,76.5,15.0,8.1,0.4
Walland,TN,79.6,13.2,7.0,0.1
Walnut,IL,77.1,14.7,7.9,0.3
Walnut,KS,75.6,18.4,5.6,0.4
Walnut,MS,79.0,14.35,6.6,0.1
Walsenburg,CO,63.2,24.2,12.2,0.5
Walstonburg,NC,76.2,18.4,5.3,0.1
Walton,KS,81.3,13.3,5.1,0.2
Wanchese,NC,74.6,14.3,10.9,0.2
Wann,OK,79.2,15.1,5.5,0.3
Ward Cove,AK,62.7,29.5,7.3,0.6
Warfield,KY,74.2,21.0,4.8,0.0
Warner Robins,GA,72.8,21.2,6.0,0.1
Warren,ME,73.2,12.4,14.3,0.1
Warren,TX,74.6,19.8,5.3,0.3
Warren,VT,72.2,18.4,9.1,0.3
Warsaw,KY,82.4,12.6,4.6,0.5
Wartrace,TN,74.4,14.3,10.7,0.5
Warwick,GA,70.5,20.7,8.6,0.1
Washburn,TN,75.6,13.0,9.8,1.6
Washington,KS,72.4,16.7,10.4,0.4
Washington,KY,78.0,16.3,5.6,0.1
Washington Court House,OH,79.7,13.4,6.6,0.3
Washougal,WA,73.1,20.4,6.3,0.2
Wataga,IL,81.6,12.4,5.9,0.1
Waterloo,AL,77.3,16.7,5.8,0.2
Waterloo,IA,81.0,14.3,4.6,0.1
Waterloo,OH,80.6,15.1,4.4,0.0
Waterproof,LA,68.7,22.3,9.0,0.0
Wathena,KS,73.1,18.1,7.6,1.2
Watkins Glen,NY,74.7,15.3,9.9,0.1
Watrous,NM,50.7,43.9,5.2,0.2
Watseka,IL,78.6,11.6,9.5,0.3
Waubun,MN,59.2,32.4,8.2,0.2
Wauchula,FL,78.9,14.7,6.3,0.1
Waucoma,IA,79.0,10.6,10.2,0.2
Waupaca,WI,80.2,14.5,5.1,0.2
Waurika,OK,71.8,16.9,11.1,0.1
Wautoma,WI,78.8,13.8,7.2,0.2
Waverly,IA,82.5,10.6,6.8,0.1
Waverly,MO,77.0,15.7,7.1,0.2
Waxahachie,TX,78.5,14.2,7.3,0.1
Waycross,GA,74.3,17.2,7.9,0.6
Wayland,MO,74.0,15.7,9.9,0.4
Wayne,OK,77.2,14.6,7.8,0.4
Waynesboro,VA,80.5,16.0,3.5,0.0
Waynesburg,KY,78.3,13.8,7.8,0.1
Waynesville,IL,77.0,15.7,7.3,0.0
Waynetown,IN,80.4,12.5,6.8,0.4
Weatherford,TX,76.6,15.2,8.0,0.2
Weaubleau,MO,72.4,17.2,10.4,0.0
Webb,IA,81.1,9.9,8.6,0.3
Webb City,MO,81.9,11.2,6.8,0.2
Webbville,KY,66.6,24.3,8.3,0.9
Webster,IA,70.0,16.3,13.2,0.4
Weinert,TX,62.4,22.5,15.0,0.2
Weirton,WV,79.5,16.5,4.0,0.0
Welch,TX,68.5,21.9,9.5,0.1
Welcome,MN,79.8,9.3,10.5,0.3
Welda,KS,68.0,13.1,18.7,0.3
Wellington,TX,70.7,18.3,11.0,0.0
Wellman,IA,70.7,19.2,9.9,0.2
Wellston,OH,75.7,18.4,5.8,0.0
Wellsville,MO,75.8,13.8,10.1,0.4
Wellton,AZ,73.1,21.9,4.9,0.1
Wenden,AZ,60.8,31.3,7.9,0.0
West Branch,MI,79.3,11.9,8.7,0.1
West Fargo,ND,82.9,12.6,4.5,0.1
West Harrison,IN,85.2,9.5,5.0,0.3
West Liberty,IA,81.4,13.1,5.4,0.2
West Liberty,KY,64.6,29.3,5.7,0.4
West Liberty,OH,82.3,10.0,7.7,0.1
West Monroe,LA,79.8,15.7,4.4,0.1
West Palm Beach,FL,82.6,10.8,6.5,0.1
West Pawlet,VT,76.7,14.4,8.7,0.3
West Point,IA,81.1,12.7,5.8,0.4
West Salem,IL,85.8,8.3,5.9,0.0
West Salem,OH,80.7,10.8,8.1,0.3
Westcliffe,CO,49.9,23.3,26.6,0.2
Westerville,OH,80.0,14.2,5.7,0.1
Westfield,WI,80.0,12.6,7.3,0.2
Westhope,ND,67.7,16.7,15.0,0.6
Weston,OR,74.3,19.0,6.5,0.2
Westpoint,TN,69.4,22.5,8.1,0.0
Westport,IN,87.2,8.9,3.8,0.0
Westport,SD,56.6,17.7,22.6,3.0
Wewahitchka,FL,69.6,24.2,5.9,0.3
Wheatland,WY,63.4,21.8,14.8,0.0
Wheelersburg,OH,75.9,18.8,4.9,0.4
White City,OR,75.6,13.7,10.6,0.1
White House,TN,79.1,12.9,7.8,0.2
White Lake,MI,86.1,8.8,5.0,0.2
White Mountain,AK,50.6,44.0,5.2,0.2
White Pigeon,MI,84.5,9.4,5.9,0.1
White Sulphur Springs,WV,76.3,16.4,7.1,0.1
Whitehall,MT,63.2,22.3,13.399999999999999,1.1
Whites City,NM,79.2,15.6,5.3,0.0
Whitewater,MT,59.0,24.2,15.2,1.6
Whiting,VT,76.1,11.5,12.2,0.2
Whitman,NE,58.5,21.6,18.6,1.3
Whitney,TX,77.1,15.0,7.6,0.3
Whitwell,TN,75.65,15.2,9.0,0.1
Wibaux,MT,56.2,28.4,14.7,0.7
Wichita,KS,77.7,17.4,4.7,0.2
Wichita Falls,TX,74.6,19.2,6.0,0.2
Wilderville,OR,76.0,13.2,10.7,0.1
Wildorado,TX,78.0,13.6,7.9,0.5
Wildrose,ND,54.9,15.3,29.8,0.0
Wildwood,FL,79.6,13.4,7.0,0.1
Willard,NY,74.5,18.4,6.9,0.2
Williams,AZ,72.2,23.3,4.4,0.1
Williams,MN,78.3,8.8,12.9,0.0
Williamsburg,KY,76.05,18.5,5.0,0.45
Williamsburg,MO,70.8,24.0,4.6,0.6
Williamsburg,NM,59.5,30.0,10.2,0.3
Williamsburg,VA,67.85,27.950000000000003,4.05,0.15000000000000002
Williamson,GA,77.3,17.7,4.6,0.3
Williamsville,VT,74.3,12.4,13.2,0.1
Williston,FL,80.3,12.4,6.9,0.4
Willmar,MN,78.1,14.3,7.1,0.5
Willow,OK,61.9,27.0,10.8,0.4
Wilmar,AR,68.2,23.5,7.9,0.4
Wilmington,NC,79.4,12.6,7.8,0.2
Wilmington,NY,70.2,20.4,9.2,0.3
Wilmore,KS,62.7,20.4,16.4,0.5
Wilmot,SD,77.6,11.7,10.7,0.1
Wilsey,KS,66.5,19.3,13.7,0.5
Wilson,LA,68.3,26.1,5.6,0.0
Wilton,AR,74.0,22.1,3.9,0.0
Wimberley,TX,73.5,19.4,7.0,0.2
Winamac,IN,81.0,12.3,6.6,0.1
Winchester,KY,79.9,14.2,5.3,0.6
Winchester,OH,81.4,12.3,6.0,0.3
Winchester,VA,78.85,15.350000000000001,5.65,0.2
Winder,GA,70.0,22.9,6.9,0.2
Windfall,IN,82.1,12.1,5.5,0.2
Winnebago,NE,52.4,37.8,9.8,0.0
Winnemucca,NV,69.3,26.7,4.0,0.0
Winnsboro,TX,73.65,14.649999999999999,11.15,0.55
Winona,KS,59.8,23.0,16.9,0.3
Winslow,IL,80.8,10.4,8.7,0.1
Winter Park,FL,84.7,10.35,4.85,0.1
Winters,TX,67.7,19.9,12.1,0.4
Winterville,GA,74.1,17.4,8.4,0.1
Wister,OK,66.8,25.2,7.7,0.3
Witten,SD,57.7,19.6,22.3,0.5
Wolf Point,MT,48.8,22.2,27.8,1.2
Woodburn,IA,82.3,11.1,6.2,0.5
Woodbury,TN,77.3,14.1,8.1,0.5
Woodland,CA,65.6,28.1,6.1,0.2
Woodland,GA,75.4,19.3,4.8,0.5
Woodland,MI,77.1,17.9,4.7,0.4
Woodville,VA,63.5,21.5,15.0,0.0
Woodward,IA,74.3,19.7,5.8,0.2
Worland,WY,70.5,20.25,8.75,0.6
Worthington,IA,78.3,9.4,11.6,0.7
Wray,CO,75.5,12.9,11.4,0.2
Wray,GA,75.7,18.9,5.3,0.1
Wynne,AR,76.9,17.2,6.0,0.0
Wyoming,MN,81.4,13.3,5.2,0.2
Yabucoa,PR,65.1,27.6,7.3,0.0
Yakutat,AK,52.8,37.1,10.1,0.0
Yale,SD,77.8,13.9,8.0,0.3
Yancey,TX,73.6,17.3,9.0,0.1
Yazoo City,MS,74.3,18.9,6.6,0.2
Yeso,NM,66.2,25.5,8.2,0.0
Yoakum,TX,72.9,16.05,10.85,0.2
York,PA,84.1,11.1,4.7,0.1
Yorkshire,OH,85.1,9.8,4.8,0.3
Young America,IN,82.0,13.3,4.5,0.2
Young Harris,GA,71.0,18.9,10.1,0.0
Youngstown,OH,82.3,12.3,5.3,0.1
Youngsville,LA,82.0,11.2,6.6,0.2
Ypsilanti,MI,76.4,18.6,4.7,0.2
Yuma,CO,61.0,24.2,14.5,0.3
Zachary,LA,77.2,18.0,4.7,0.1
Zalma,MO,79.4,10.6,10.0,0.1
Zebulon,NC,79.5,14.8,5.6,0.1
Zeigler,IL,76.8,16.4,6.6,0.2
Zenda,KS,69.7,14.6,15.6,0.1
Zwingle,IA,79.3,10.1,10.4,0.2
